,Lab_Chla,chla_pred
2018-08-13,1.3979400086720377,1.4967555265755832
2018-08-14,1.5477747053878226,1.5389948322569715
2018-08-17,1.4483971034577676,1.4686525996318294
2018-08-20,1.5796953838208185,1.5476516269812637
2018-08-21,1.5655526813995677,1.5345745514746283
2018-08-23,1.7227572841258654,1.4967555265755832
2018-08-27,1.4771212547196624,1.6076527911433263
2018-08-28,1.2068258760318498,1.6457232275688496
2018-09-05,1.2229764498933913,1.5294026456264502
2018-09-10,1.380211241711606,1.5560744253963317
2018-09-17,1.202624523578978,1.5209245780165224
2018-09-24,1.3010299956639813,1.4967555265755832
2018-09-27,1.0831441431430522,1.423425875380407
2018-10-01,1.0791812460476249,1.2906475088368117
2019-05-29,0.5233562066547928,0.5529936300510567
2019-06-03,0.6047119317276202,0.5529936300510567
2019-06-10,0.7781512503836436,0.6426424322235748
2019-06-12,1.051988880408344,0.7121794454873877
2019-06-19,0.75781341900478,0.7121794454873877
2019-06-21,0.873105929388055,0.7689953222554692
2019-06-24,0.9030899869919435,0.858644124427987
2019-06-27,1.1640552918934517,1.0935379383474784
2019-07-05,1.666546059031787,1.5876583528555401
2019-07-08,1.996175343916711,1.530090667350873
2019-07-10,1.8454174391899334,1.6754242213829051
2019-07-15,1.146128035678238,1.2705357199281067
2019-07-17,1.2383472434264755,1.249035846006403
2019-07-22,1.7880844935627105,1.631374805024556
2019-07-29,1.896878800810649,1.772076117600744
2019-08-02,1.9764916818567266,1.811080028224528
2019-08-12,1.9867717342662448,1.901186765189471
2019-08-15,1.967079734144497,1.860162888582056
2019-08-19,2.0713615545483277,1.880617041488341
2019-08-26,2.0453229787866576,1.7114981278947279
2019-09-03,1.8282115891137247,1.6580242078432958
2019-09-09,1.8325089127062364,1.6094084271681766
2019-09-23,1.420698202908807,1.5066492010412238
2020-06-11,1.24353905950333,1.1281985790802458
2020-06-22,1.3979400086720377,1.4265896037740566
2020-06-29,1.4740588402324744,1.2705357199281067
2020-07-13,1.6334684555795864,1.7250759994158702
2020-07-15,1.3811259153642688,1.8361538182686334
2020-07-16,1.8207923810882036,1.913797332930838
2020-07-27,1.6360865151030726,1.625190063820364
2020-08-05,1.5854607295085006,1.5220060852597026
2020-08-10,1.6232492903979006,1.5270631665312797
2020-08-11,1.8664645659717403,1.5009130105397095
2020-08-12,0.5268301662345264,1.5009130105397095
2020-08-17,1.4726101975960446,1.5417589859881082
2020-08-21,1.5712428505602238,1.5648068355009448
2020-08-24,1.520024759382907,1.639491601685006
2020-08-26,1.5930644316587175,1.6531642933439057
2020-09-08,1.5669086552268034,1.6694509277560563
2020-09-14,1.2041199826559248,1.5270631665312797
2020-09-17,1.400192488592576,1.4538796276177304
2020-09-21,1.4771212547196624,1.4723605280221852
2020-09-23,1.407900540142635,1.4273952387668367
2020-10-01,1.1781132523146318,1.4538796276177304
2021-05-31,0.7577147993328409,1.0163243538499618
2021-06-01,1.0145205387579237,1.0642657772583701
2021-06-02,0.8413594704548549,1.0642657772583701
2021-06-08,1.1011605585072488,1.4273952387668367
2021-06-14,1.156912425700017,1.4782845861014573
2021-06-22,1.008067621748033,1.3114918663929538
2021-06-24,1.3968964491425238,1.2512745906018297
2021-06-25,1.1716014114848408,1.2314524534048499
2021-06-30,1.1489495200095283,1.279837077396696
2021-07-07,1.182476302894377,1.3907642852799105
2021-07-14,1.5765995949938107,1.5009130105397095
2021-07-19,1.8595885767354927,1.7537209189730554
2021-07-21,1.9140679991666858,1.844398874964915
2021-07-28,1.9235072104594346,1.9123474298587806
2021-07-30,1.95525468282018,1.9454054562138012
2021-08-05,1.796984845735545,1.9116199356190628
2021-08-17,1.8626083639649418,1.8913053435224851
2021-08-24,1.9590413923210936,1.8737117579728997
2021-08-25,1.8871264728366184,1.8653733591608144
2021-09-02,1.59222562665955,1.628827574826589
2021-09-08,1.5601554057014482,1.741377884573607
2021-09-14,1.4953500409674034,1.7350176701609086
2021-09-28,1.2266933264641493,1.6177848652709081
2021-09-30,1.0081741840064264,1.621509504347648
2021-10-07,1.1584875159236725,1.511638337022976
